condition,replicate,beta_origin,R2_origin,slope,intercept,R2,E0,beta_origin_delta,R2_origin_delta
coherent_bin_bitflip_p0.10,58,9.954992866201048,-1.7853699479529013,4.870681986192253,0.5026625657970143,0.8421163507197242,0.3125,6.794130573852906,0.37438464272284
coherent_bin_bitflip_p0.10,59,10.309061832926785,-3.744356995071225,4.354286635032169,0.5887213922121446,0.8597324640189521,0.4453125,5.804833066330684,0.5270291792271768
coherent_bin_bitflip_p0.10,60,7.026898348071332,-7.442350867387855,2.3302712733631323,0.4643340408721164,0.7000156352902294,0.3046875,3.9450576130318953,-0.6589294585108021
coherent_bin_bitflip_p0.10,61,10.040333390726934,-1.5353149534065111,5.009915754212929,0.4973343872702586,0.8136728004570882,0.296875,7.037514212996201,0.33544321479928285
coherent_bin_bitflip_p0.10,62,10.361015232483338,-2.40215181632914,4.89554911032572,0.5403456415386727,0.9350868874296401,0.40625,6.251894252430753,0.6943206710038116
coherent_bin_bitflip_p0.10,63,10.92664322164037,-3.8766825912047755,4.47757945600326,0.6375894424886347,0.7847448500510951,0.40625,6.817522241587789,-0.02017227218880291
coherent_bin_bitflip_p0.10,64,10.375721192552417,-1.730793096182587,5.185289711254914,0.5131542243494931,0.9260070714728522,0.4375,5.95051398326502,0.858064377461475
coherent_bin_bitflip_p0.10,65,10.197227602213944,-1.8918315102772794,5.016245524829634,0.5122200049973809,0.9207911847633151,0.4296875,5.85104195023525,0.8350795181041738
coherent_bin_bitflip_p0.10,66,10.606581787574383,-1.4776473801028076,5.434803666565328,0.5113100519208962,0.9276112856038269,0.421875,6.339417692904394,0.8417544806963203
coherent_bin_bitflip_p0.10,67,10.271515678625411,-1.5719892239975035,5.13849554610448,0.5074782268420689,0.8463786028550682,0.3515625,6.715545599733755,0.5687058389022113
coherent_bin_bitflip_p0.10,68,10.477514009905589,-1.3318954400744172,5.406471528542757,0.5013507799002034,0.876749520794008,0.2890625,7.553716389483559,0.3865826884051625
coherent_bin_bitflip_p0.10,69,10.257223323683272,-2.602917185582094,4.687485854453609,0.5506544727835191,0.8554584969677299,0.375,6.464188572865504,0.4209821514862887
coherent_bin_bitflip_p0.10,70,14.574640441276829,-0.4897006468420999,8.350895328202165,0.6153132177077509,0.8293623014243755,0.3828125,10.702584133150355,0.5994846644430665
coherent_bin_bitflip_p0.10,71,9.279414847465022,-7.502386124535535,3.039222060081878,0.616939324050265,0.6776413502648542,0.3671875,5.5654016539559565,-1.364664671332724
coherent_bin_bitflip_p0.10,72,10.067102833665185,-2.420747219733882,4.727241710141805,0.5279276497241542,0.912229923534516,0.5390625,4.614615379364641,0.9079527232402768
coherent_bin_bitflip_p0.10,73,14.406831650051046,-1.4067599090518694,7.323984792114999,0.7002486784897971,0.8383736839926694,0.5,9.34945198229402,0.6150505104439953
coherent_bin_bitflip_p0.10,74,13.680678915514948,-0.9549574294019987,7.27671277518502,0.6331308465091093,0.7842024845918949,0.3046875,10.598838180475509,0.18589577749617536
coherent_bin_bitflip_p0.10,75,10.06779217554342,-3.855598323737336,4.088777591830153,0.5911178294396272,0.7526227488148319,0.390625,6.116714310108247,0.0643924132754059
coherent_bin_bitflip_p0.10,76,13.12610337447233,-1.3424108826601442,6.691666836347126,0.6361433153958671,0.8148164146207127,0.3671875,9.412090180963263,0.3314078425873742
coherent_bin_bitflip_p0.10,77,9.788424890356097,-2.533005473739866,4.558058640687003,0.5171023922739014,0.9143084502955472,0.4453125,5.284196123759996,0.8356510438929663
coherent_bin_bitflip_p0.10,78,8.025433036761946,-8.688165204278897,2.561337325243596,0.5402101553057522,0.7221319919181374,0.375,4.2323982859441776,-0.49944414941280457
coherent_bin_bitflip_p0.10,79,9.928131511012367,-2.135038836946719,4.7727388490334794,0.5096900965184341,0.9120338125247672,0.4609375,5.265859629798859,0.8769306223900902
coherent_bin_bitflip_p0.10,80,10.31767860640476,-1.4985808799574092,5.290384147459263,0.4970256129865699,0.9450601955842447,0.3671875,6.6036654128956975,0.7520087178092871
coherent_bin_bitflip_p0.10,81,10.638820009413323,-1.4160709885119807,5.411485441303482,0.5168026637822303,0.8470107416132204,0.3046875,7.5569792743738855,0.3729519080716812
coherent_bin_bitflip_p0.10,82,10.111795165437625,-1.708020764606554,4.99020377981936,0.5063483189002616,0.8471576134252443,0.3828125,6.239738857311154,0.6627818962403416
coherent_bin_bitflip_p0.10,83,10.290380668026533,-1.7025060199989848,5.175579668936613,0.5056769844371167,0.9476509327919926,0.375,6.4973459172087615,0.742651491047517
coherent_bin_bitflip_p0.10,84,10.025811255158716,-1.7793197729941057,4.9390289143648385,0.5029069078226724,0.8733739153389074,0.328125,6.706905848193168,0.4818350134241075
coherent_bin_bitflip_p0.10,85,11.308102038994775,-2.5591472254645806,5.031367297400006,0.6205520599542544,0.7404191636626101,0.421875,7.040937944324785,0.31254072822094914
coherent_bin_bitflip_p0.10,86,10.311221770811933,-2.0371705455970206,4.989033866841856,0.5261803793277887,0.9019611407344492,0.421875,6.04405767614194,0.765573682262584
coherent_bin_bitflip_p0.10,87,9.34255856351164,-4.190234794965998,3.8000609589999796,0.5479613919286574,0.8230104162027139,0.4921875,4.364200453063319,0.7554015915927024
coherent_bin_bitflip_p0.10,88,14.459175676671931,-0.6779616779853208,8.019656948841611,0.6366457682508029,0.8011829045048262,0.359375,10.82418404047157,0.4533851868267612
coherent_bin_bitflip_p0.10,89,10.314898260829203,-1.2241493137779407,5.3751592902595915,0.4883694022482212,0.86311414102122,0.2890625,7.3911006404071715,0.43508948177638196
coherent_bin_bitflip_p0.10,90,10.078109325654388,-2.248164629032065,4.817011934105633,0.5201406397358813,0.9306435417274107,0.4453125,5.573880559058287,0.8538977801022734
coherent_bin_bitflip_p0.10,91,10.075673651017944,-1.387885560918543,5.218030796977404,0.48025293463827823,0.9367845905506925,0.390625,6.124595785582769,0.8431906739945525
coherent_bin_bitflip_p0.10,92,10.050443738274426,-2.164828039969658,4.758309137661067,0.5232091466607699,0.8516468502170356,0.3515625,6.49447365938277,0.4522258451874507
coherent_bin_bitflip_p0.10,93,10.20765964263795,-2.1227164290364486,4.878466497694464,0.5268729554673728,0.878258567277268,0.3984375,6.177560219894069,0.6648840916441187
coherent_bin_bitflip_p0.10,94,10.358924228786012,-1.610622675960971,5.167573886167022,0.5132450679663314,0.8522618491189426,0.3671875,6.644911035276948,0.6107504343908665
coherent_bin_bitflip_p0.10,95,8.040805360646658,-6.376345461777515,2.7792447985642252,0.5201864312884347,0.6883936753629091,0.2890625,5.1170077402246275,-1.4606467126085736
coherent_bin_bitflip_p0.10,96,11.18535322854316,-2.362050085527845,5.182745091680104,0.5934504161445768,0.8314158152575251,0.3984375,7.155253805799282,0.40355928396839813
coherent_bin_bitflip_p0.10,97,10.422136879020456,-3.9837701168688344,4.131377018699079,0.6219386593049046,0.7064720736155763,0.4140625,6.2339943416591685,0.02268658252403144
coherent_bin_bitflip_p0.10,98,10.061059603199297,-2.291637270771048,4.71795537876103,0.5282482802806817,0.8574840334444895,0.3515625,6.505089524307637,0.42272200914848
coherent_bin_bitflip_p0.10,99,7.589424298776297,-7.045198433625044,2.7332486223461334,0.4801078814974458,0.8763914611113609,0.46875,2.8481308602540856,0.8663213281856263
coherent_bin_bitflip_p0.10,100,10.815245574117082,-2.1876005598881285,5.156399687164603,0.5594642145447436,0.8933986332349307,0.34375,7.338297052534128,0.3217443737961737
coherent_bin_bitflip_p0.10,101,9.932635211283522,-1.8935090327115693,4.803945159582266,0.5070501315531903,0.8364933319522909,0.375,6.139600460465753,0.6111091254384388
coherent_bin_bitflip_p0.10,102,10.50903991180368,-1.1956311818531211,5.543963373820274,0.49087441166795465,0.9220921187282993,0.3359375,7.11111294752943,0.6733081485451938
coherent_bin_bitflip_p0.10,103,10.250536707464363,-4.757402887756112,3.6572115243124146,0.6518519091207685,0.5727234363364104,0.40625,6.14141572741178,-0.4623880181891624
coherent_bin_bitflip_p0.10,104,9.846168761689848,-2.5934104630155668,4.565838444289912,0.5220421111612717,0.9164964374616882,0.46875,5.104875323167635,0.8718594161809972
coherent_bin_bitflip_p0.10,105,9.858002463932936,-2.2671972055991696,4.68926073249191,0.5110098579699269,0.9145901946607013,0.4765625,5.03768746810202,0.8947021616828876
coherent_bin_bitflip_p0.10,106,9.357907909333742,-2.3721543631496744,4.3336472044753505,0.49672567959354735,0.8326968732459207,0.3984375,5.327808486589864,0.679096598912374
coherent_bin_bitflip_p0.10,107,8.741061818623612,-3.969142560071842,3.50719902083101,0.5174480799969133,0.7381883144576722,0.421875,4.473897723953621,0.5355245280861134
coherent_bin_bitflip_p0.10,108,10.006050121315889,-2.1325454171616096,4.754853539570578,0.519161791947711,0.8556137283499097,0.3828125,6.1339938131894165,0.6062259134674959
coherent_bin_bitflip_p0.10,109,9.949409196987316,-2.3263263564421974,4.635435319728199,0.5253682960701954,0.8419374886030631,0.4453125,5.4451804303912175,0.7502292968233921
coherent_bin_bitflip_p0.10,110,10.439600206602488,-1.2705122202135288,5.437258836053323,0.4945586152490438,0.8924314223178672,0.4375,6.014392997315092,0.8552198197078378
coherent_bin_bitflip_p0.10,111,14.10168297861761,-0.789772104417632,7.696982238318387,0.633203473048697,0.8037375881302766,0.3359375,10.70375601434336,0.3646815515608194
coherent_bin_bitflip_p0.10,112,10.286198660631884,-1.4964022059928772,5.217724783522524,0.5010968337440699,0.8792329002253589,0.34375,6.80925013904893,0.5973726339993422
coherent_bin_bitflip_p0.10,113,12.962315744202938,-1.8341909180827098,6.19712555376477,0.6688434164404516,0.7603099521773119,0.3828125,9.090259436076465,0.15064564458039986
coherent_bin_bitflip_p0.10,114,10.376847117620207,-1.0184105410309896,5.5755910413569305,0.4746782317801206,0.9066227534220781,0.4140625,6.188704580258919,0.8672556053306064
coherent_bin_bitflip_p0.10,115,9.133205435090703,-3.220983040469216,3.8831200725033272,0.5190519307912489,0.7606966755709458,0.4140625,4.945062897729418,0.5566933019083161
coherent_bin_bitflip_p0.10,116,10.496172196743236,-3.8120021580846544,4.2289529397119985,0.6196113075104349,0.7207688163992827,0.4453125,5.991943430147135,0.26425940678914606
coherent_bin_bitflip_p0.10,117,9.186032001026357,-3.9242311820039166,3.7376295063051828,0.5386586387271938,0.7717928037620677,0.390625,5.23495413559118,0.3250723747280677
coherent_bin_bitflip_p0.10,118,10.153707151634508,-2.5964481226666845,4.706512829498177,0.5385391922287884,0.9156676345009775,0.453125,5.570456827729703,0.8119581561642147
