condition,replicate,n,k,theta,theta2,lambda,sign_changes_half,C,E
coherent_bin_clean,66,512,2,0.02454369260617026,0.0006023928467461766,0.9999100384371584,2,0.96875,0.0625
coherent_bin_clean,66,512,3,0.03681553890925539,0.0013553839051788975,0.9999100384371584,2,0.953125,0.09375
coherent_bin_clean,66,512,4,0.04908738521234052,0.0024095713869847065,0.9999100384371584,2,0.9375,0.125
coherent_bin_clean,66,512,5,0.06135923151542565,0.003764955292163604,0.9999100384371584,2,0.921875,0.15625
coherent_bin_clean,66,512,6,0.07363107781851078,0.00542153562071559,0.9999100384371584,2,0.90625,0.1875
coherent_bin_clean,66,512,8,0.09817477042468103,0.009638285547938826,0.9999100384371584,2,0.875,0.25
coherent_bin_clean,66,512,10,0.1227184630308513,0.015059821168654416,0.9999100384371584,2,0.84375,0.3125
coherent_bin_clean,66,512,12,0.14726215563702155,0.02168614248286236,0.9999100384371584,2,0.8125,0.375
coherent_bin_clean,66,512,16,0.19634954084936207,0.038553142191755305,0.9999100384371584,2,0.75,0.5
coherent_bin_clean,66,512,20,0.2454369260617026,0.060239284674617664,0.9999100384371584,2,0.6875,0.625
coherent_bin_clean,66,512,24,0.2945243112740431,0.08674456993144944,0.9999100384371584,2,0.625,0.75
coherent_bin_clean,66,512,28,0.3436116964863836,0.11806899796225062,0.9999100384371584,2,0.5625,0.875
coherent_bin_clean,66,512,32,0.39269908169872414,0.15421256876702122,0.9999100384371584,2,0.5,1.0
coherent_bin_clean,66,512,64,0.7853981633974483,0.6168502750680849,0.9999100384371584,2,0.25,1.5
coherent_bin_bitflip_p0.01,66,512,0,0.0,0.0,0.9999100384371584,2,0.97265625,0.0546875
coherent_bin_bitflip_p0.01,66,512,1,0.01227184630308513,0.00015059821168654416,0.9999100384371584,2,0.953125,0.09375
coherent_bin_bitflip_p0.01,66,512,2,0.02454369260617026,0.0006023928467461766,0.9999100384371584,2,0.96875,0.0625
coherent_bin_bitflip_p0.01,66,512,3,0.03681553890925539,0.0013553839051788975,0.9999100384371584,2,0.93359375,0.1328125
coherent_bin_bitflip_p0.01,66,512,4,0.04908738521234052,0.0024095713869847065,0.9999100384371584,2,0.92578125,0.1484375
coherent_bin_bitflip_p0.01,66,512,5,0.06135923151542565,0.003764955292163604,0.9999100384371584,2,0.90234375,0.1953125
coherent_bin_bitflip_p0.01,66,512,6,0.07363107781851078,0.00542153562071559,0.9999100384371584,2,0.8828125,0.234375
coherent_bin_bitflip_p0.01,66,512,8,0.09817477042468103,0.009638285547938826,0.9999100384371584,2,0.859375,0.28125
coherent_bin_bitflip_p0.01,66,512,10,0.1227184630308513,0.015059821168654416,0.9999100384371584,2,0.83203125,0.3359375
coherent_bin_bitflip_p0.01,66,512,12,0.14726215563702155,0.02168614248286236,0.9999100384371584,2,0.796875,0.40625
coherent_bin_bitflip_p0.01,66,512,16,0.19634954084936207,0.038553142191755305,0.9999100384371584,2,0.7265625,0.546875
coherent_bin_bitflip_p0.01,66,512,20,0.2454369260617026,0.060239284674617664,0.9999100384371584,2,0.671875,0.65625
coherent_bin_bitflip_p0.01,66,512,24,0.2945243112740431,0.08674456993144944,0.9999100384371584,2,0.61328125,0.7734375
coherent_bin_bitflip_p0.01,66,512,28,0.3436116964863836,0.11806899796225062,0.9999100384371584,2,0.55078125,0.8984375
coherent_bin_bitflip_p0.01,66,512,32,0.39269908169872414,0.15421256876702122,0.9999100384371584,2,0.49609375,1.0078125
coherent_bin_bitflip_p0.01,66,512,64,0.7853981633974483,0.6168502750680849,0.9999100384371584,2,0.2421875,1.515625
coherent_bin_bitflip_p0.02,66,512,0,0.0,0.0,0.9999100384371584,2,0.96484375,0.0703125
coherent_bin_bitflip_p0.02,66,512,1,0.01227184630308513,0.00015059821168654416,0.9999100384371584,2,0.953125,0.09375
coherent_bin_bitflip_p0.02,66,512,2,0.02454369260617026,0.0006023928467461766,0.9999100384371584,2,0.9296875,0.140625
coherent_bin_bitflip_p0.02,66,512,3,0.03681553890925539,0.0013553839051788975,0.9999100384371584,2,0.921875,0.15625
coherent_bin_bitflip_p0.02,66,512,4,0.04908738521234052,0.0024095713869847065,0.9999100384371584,2,0.85546875,0.2890625
coherent_bin_bitflip_p0.02,66,512,5,0.06135923151542565,0.003764955292163604,0.9999100384371584,2,0.875,0.25
coherent_bin_bitflip_p0.02,66,512,6,0.07363107781851078,0.00542153562071559,0.9999100384371584,2,0.85546875,0.2890625
coherent_bin_bitflip_p0.02,66,512,8,0.09817477042468103,0.009638285547938826,0.9999100384371584,2,0.84375,0.3125
coherent_bin_bitflip_p0.02,66,512,10,0.1227184630308513,0.015059821168654416,0.9999100384371584,2,0.80859375,0.3828125
coherent_bin_bitflip_p0.02,66,512,12,0.14726215563702155,0.02168614248286236,0.9999100384371584,2,0.796875,0.40625
coherent_bin_bitflip_p0.02,66,512,16,0.19634954084936207,0.038553142191755305,0.9999100384371584,2,0.7265625,0.546875
coherent_bin_bitflip_p0.02,66,512,20,0.2454369260617026,0.060239284674617664,0.9999100384371584,2,0.640625,0.71875
coherent_bin_bitflip_p0.02,66,512,24,0.2945243112740431,0.08674456993144944,0.9999100384371584,2,0.6015625,0.796875
coherent_bin_bitflip_p0.02,66,512,28,0.3436116964863836,0.11806899796225062,0.9999100384371584,2,0.5546875,0.890625
coherent_bin_bitflip_p0.02,66,512,32,0.39269908169872414,0.15421256876702122,0.9999100384371584,2,0.46875,1.0625
coherent_bin_bitflip_p0.02,66,512,64,0.7853981633974483,0.6168502750680849,0.9999100384371584,2,0.23046875,1.5390625
coherent_bin_bitflip_p0.05,66,512,0,0.0,0.0,0.9999100384371584,2,0.91796875,0.1640625
coherent_bin_bitflip_p0.05,66,512,1,0.01227184630308513,0.00015059821168654416,0.9999100384371584,2,0.8984375,0.203125
coherent_bin_bitflip_p0.05,66,512,2,0.02454369260617026,0.0006023928467461766,0.9999100384371584,2,0.87109375,0.2578125
coherent_bin_bitflip_p0.05,66,512,3,0.03681553890925539,0.0013553839051788975,0.9999100384371584,2,0.8515625,0.296875
coherent_bin_bitflip_p0.05,66,512,4,0.04908738521234052,0.0024095713869847065,0.9999100384371584,2,0.85546875,0.2890625
coherent_bin_bitflip_p0.05,66,512,5,0.06135923151542565,0.003764955292163604,0.9999100384371584,2,0.81640625,0.3671875
coherent_bin_bitflip_p0.05,66,512,6,0.07363107781851078,0.00542153562071559,0.9999100384371584,2,0.8359375,0.328125
coherent_bin_bitflip_p0.05,66,512,8,0.09817477042468103,0.009638285547938826,0.9999100384371584,2,0.7734375,0.453125
coherent_bin_bitflip_p0.05,66,512,10,0.1227184630308513,0.015059821168654416,0.9999100384371584,2,0.734375,0.53125
coherent_bin_bitflip_p0.05,66,512,12,0.14726215563702155,0.02168614248286236,0.9999100384371584,2,0.7109375,0.578125
coherent_bin_bitflip_p0.05,66,512,16,0.19634954084936207,0.038553142191755305,0.9999100384371584,2,0.68359375,0.6328125
coherent_bin_bitflip_p0.05,66,512,20,0.2454369260617026,0.060239284674617664,0.9999100384371584,2,0.6484375,0.703125
coherent_bin_bitflip_p0.05,66,512,24,0.2945243112740431,0.08674456993144944,0.9999100384371584,2,0.5625,0.875
coherent_bin_bitflip_p0.05,66,512,28,0.3436116964863836,0.11806899796225062,0.9999100384371584,2,0.484375,1.03125
coherent_bin_bitflip_p0.05,66,512,32,0.39269908169872414,0.15421256876702122,0.9999100384371584,2,0.4375,1.125
coherent_bin_bitflip_p0.05,66,512,64,0.7853981633974483,0.6168502750680849,0.9999100384371584,2,0.20703125,1.5859375
coherent_bin_bitflip_p0.10,66,512,0,0.0,0.0,0.9999100384371584,2,0.7890625,0.421875
coherent_bin_bitflip_p0.10,66,512,1,0.01227184630308513,0.00015059821168654416,0.9999100384371584,2,0.78125,0.4375
coherent_bin_bitflip_p0.10,66,512,2,0.02454369260617026,0.0006023928467461766,0.9999100384371584,2,0.796875,0.40625
coherent_bin_bitflip_p0.10,66,512,3,0.03681553890925539,0.0013553839051788975,0.9999100384371584,2,0.734375,0.53125
coherent_bin_bitflip_p0.10,66,512,4,0.04908738521234052,0.0024095713869847065,0.9999100384371584,2,0.72265625,0.5546875
coherent_bin_bitflip_p0.10,66,512,5,0.06135923151542565,0.003764955292163604,0.9999100384371584,2,0.734375,0.53125
coherent_bin_bitflip_p0.10,66,512,6,0.07363107781851078,0.00542153562071559,0.9999100384371584,2,0.73828125,0.5234375
coherent_bin_bitflip_p0.10,66,512,8,0.09817477042468103,0.009638285547938826,0.9999100384371584,2,0.73828125,0.5234375
coherent_bin_bitflip_p0.10,66,512,10,0.1227184630308513,0.015059821168654416,0.9999100384371584,2,0.671875,0.65625
coherent_bin_bitflip_p0.10,66,512,12,0.14726215563702155,0.02168614248286236,0.9999100384371584,2,0.65625,0.6875
coherent_bin_bitflip_p0.10,66,512,16,0.19634954084936207,0.038553142191755305,0.9999100384371584,2,0.58203125,0.8359375
coherent_bin_bitflip_p0.10,66,512,20,0.2454369260617026,0.060239284674617664,0.9999100384371584,2,0.5234375,0.953125
coherent_bin_bitflip_p0.10,66,512,24,0.2945243112740431,0.08674456993144944,0.9999100384371584,2,0.4765625,1.046875
coherent_bin_bitflip_p0.10,66,512,28,0.3436116964863836,0.11806899796225062,0.9999100384371584,2,0.4375,1.125
coherent_bin_bitflip_p0.10,66,512,32,0.39269908169872414,0.15421256876702122,0.9999100384371584,2,0.375,1.25
coherent_bin_bitflip_p0.10,66,512,64,0.7853981633974483,0.6168502750680849,0.9999100384371584,2,0.1796875,1.640625
random_bin,66,512,0,0.0,0.0,0.9999100384371584,2,1.0,0.0
random_bin,66,512,1,0.01227184630308513,0.00015059821168654416,0.9999100384371584,2,0.0703125,1.859375
random_bin,66,512,2,0.02454369260617026,0.0006023928467461766,0.9999100384371584,2,0.0078125,1.984375
random_bin,66,512,3,0.03681553890925539,0.0013553839051788975,0.9999100384371584,2,-0.03125,2.0625
random_bin,66,512,4,0.04908738521234052,0.0024095713869847065,0.9999100384371584,2,0.015625,1.96875
random_bin,66,512,5,0.06135923151542565,0.003764955292163604,0.9999100384371584,2,-0.0078125,2.015625
random_bin,66,512,6,0.07363107781851078,0.00542153562071559,0.9999100384371584,2,0.0546875,1.890625
random_bin,66,512,8,0.09817477042468103,0.009638285547938826,0.9999100384371584,2,-0.046875,2.09375
random_bin,66,512,10,0.1227184630308513,0.015059821168654416,0.9999100384371584,2,0.0546875,1.890625
random_bin,66,512,12,0.14726215563702155,0.02168614248286236,0.9999100384371584,2,0.03125,1.9375
random_bin,66,512,16,0.19634954084936207,0.038553142191755305,0.9999100384371584,2,0.0,2.0
random_bin,66,512,20,0.2454369260617026,0.060239284674617664,0.9999100384371584,2,0.0078125,1.984375
random_bin,66,512,24,0.2945243112740431,0.08674456993144944,0.9999100384371584,2,-0.0390625,2.078125
random_bin,66,512,28,0.3436116964863836,0.11806899796225062,0.9999100384371584,2,-0.015625,2.03125
random_bin,66,512,32,0.39269908169872414,0.15421256876702122,0.9999100384371584,2,-0.0859375,2.171875
random_bin,66,512,64,0.7853981633974483,0.6168502750680849,0.9999100384371584,2,-0.0078125,2.015625
palindrome_bin_no_coherence,66,512,0,0.0,0.0,0.9999100384371584,2,1.0,0.0
palindrome_bin_no_coherence,66,512,1,0.01227184630308513,0.00015059821168654416,0.9999100384371584,2,-0.015625,2.03125
palindrome_bin_no_coherence,66,512,2,0.02454369260617026,0.0006023928467461766,0.9999100384371584,2,0.0,2.0
palindrome_bin_no_coherence,66,512,3,0.03681553890925539,0.0013553839051788975,0.9999100384371584,2,0.0,2.0
palindrome_bin_no_coherence,66,512,4,0.04908738521234052,0.0024095713869847065,0.9999100384371584,2,-0.046875,2.09375
palindrome_bin_no_coherence,66,512,5,0.06135923151542565,0.003764955292163604,0.9999100384371584,2,-0.046875,2.09375
palindrome_bin_no_coherence,66,512,6,0.07363107781851078,0.00542153562071559,0.9999100384371584,2,0.078125,1.84375
palindrome_bin_no_coherence,66,512,8,0.09817477042468103,0.009638285547938826,0.9999100384371584,2,0.0,2.0
palindrome_bin_no_coherence,66,512,10,0.1227184630308513,0.015059821168654416,0.9999100384371584,2,-0.015625,2.03125
palindrome_bin_no_coherence,66,512,12,0.14726215563702155,0.02168614248286236,0.9999100384371584,2,0.03125,1.9375
palindrome_bin_no_coherence,66,512,16,0.19634954084936207,0.038553142191755305,0.9999100384371584,2,-0.0625,2.125
palindrome_bin_no_coherence,66,512,20,0.2454369260617026,0.060239284674617664,0.9999100384371584,2,-0.015625,2.03125
palindrome_bin_no_coherence,66,512,24,0.2945243112740431,0.08674456993144944,0.9999100384371584,2,0.03125,1.9375
palindrome_bin_no_coherence,66,512,28,0.3436116964863836,0.11806899796225062,0.9999100384371584,2,-0.109375,2.21875
palindrome_bin_no_coherence,66,512,32,0.39269908169872414,0.15421256876702122,0.9999100384371584,2,-0.03125,2.0625
palindrome_bin_no_coherence,66,512,64,0.7853981633974483,0.6168502750680849,0.9999100384371584,2,0.015625,1.96875
coherent_soft_clean,67,512,0,0.0,0.0,0.9998996749019469,2,0.9999999999999998,4.440892098500626e-16
coherent_soft_clean,67,512,1,0.01227184630308513,0.00015059821168654416,0.9998996749019469,2,0.9987444929465805,0.00251101410683896
coherent_soft_clean,67,512,2,0.02454369260617026,0.0006023928467461766,0.9998996749019469,2,0.9950424889985754,0.009915022002849216
coherent_soft_clean,67,512,3,0.03681553890925539,0.0013553839051788975,0.9998996749019469,2,0.9890745445808746,0.021850910838250748
coherent_soft_clean,67,512,4,0.04908738521234052,0.0024095713869847065,0.9998996749019469,2,0.9811094379526356,0.03778112409472878
coherent_soft_clean,67,512,5,0.06135923151542565,0.003764955292163604,0.9998996749019469,2,0.971470608087587,0.05705878382482599
coherent_soft_clean,67,512,6,0.07363107781851078,0.00542153562071559,0.9998996749019469,2,0.9604978416841434,0.07900431663171315
coherent_soft_clean,67,512,8,0.09817477042468103,0.009638285547938826,0.9998996749019469,2,0.9357770955527134,0.12844580889457324
coherent_soft_clean,67,512,10,0.1227184630308513,0.015059821168654416,0.9998996749019469,2,0.9087977843559275,0.18240443128814499
coherent_soft_clean,67,512,12,0.14726215563702155,0.02168614248286236,0.9998996749019469,2,0.8803154572185189,0.2393690855629622
coherent_soft_clean,67,512,16,0.19634954084936207,0.038553142191755305,0.9998996749019469,2,0.8186976724767042,0.36260465504659156
coherent_soft_clean,67,512,20,0.2454369260617026,0.060239284674617664,0.9998996749019469,2,0.7519789874595033,0.4960420250809934
coherent_soft_clean,67,512,24,0.2945243112740431,0.08674456993144944,0.9998996749019469,2,0.6845720467458952,0.6308559065082096
coherent_soft_clean,67,512,28,0.3436116964863836,0.11806899796225062,0.9998996749019469,2,0.6174935483125825,0.765012903374835
coherent_soft_clean,67,512,32,0.39269908169872414,0.15421256876702122,0.9998996749019469,2,0.5496943056867347,0.9006113886265306
coherent_soft_clean,67,512,64,0.7853981633974483,0.6168502750680849,0.9998996749019469,2,0.002986155271668331,1.9940276894566633
coherent_soft_noise_sigma0.05,67,512,0,0.0,0.0,0.9998996749019469,2,0.9989840358375182,0.0020319283249636833
coherent_soft_noise_sigma0.05,67,512,1,0.01227184630308513,0.00015059821168654416,0.9998996749019469,2,0.9975043664864693,0.004991267027061319
coherent_soft_noise_sigma0.05,67,512,2,0.02454369260617026,0.0006023928467461766,0.9998996749019469,2,0.9939498660434136,0.012100267913172758
coherent_soft_noise_sigma0.05,67,512,3,0.03681553890925539,0.0013553839051788975,0.9998996749019469,2,0.9880900233267378,0.023819953346524425
coherent_soft_noise_sigma0.05,67,512,4,0.04908738521234052,0.0024095713869847065,0.9998996749019469,2,0.9803298582484216,0.03934028350315688
coherent_soft_noise_sigma0.05,67,512,5,0.06135923151542565,0.003764955292163604,0.9998996749019469,2,0.9709234476741793,0.058153104651641474
coherent_soft_noise_sigma0.05,67,512,6,0.07363107781851078,0.00542153562071559,0.9998996749019469,2,0.9597788786319428,0.08044224273611444
coherent_soft_noise_sigma0.05,67,512,8,0.09817477042468103,0.009638285547938826,0.9998996749019469,2,0.9336247894917242,0.13275042101655155
coherent_soft_noise_sigma0.05,67,512,10,0.1227184630308513,0.015059821168654416,0.9998996749019469,2,0.9070059570055242,0.18598808598895156
coherent_soft_noise_sigma0.05,67,512,12,0.14726215563702155,0.02168614248286236,0.9998996749019469,2,0.8809331921775757,0.23813361564484858
coherent_soft_noise_sigma0.05,67,512,16,0.19634954084936207,0.038553142191755305,0.9998996749019469,2,0.8175175629723812,0.3649648740552376
coherent_soft_noise_sigma0.05,67,512,20,0.2454369260617026,0.060239284674617664,0.9998996749019469,2,0.7510404134403492,0.49791917311930156
coherent_soft_noise_sigma0.05,67,512,24,0.2945243112740431,0.08674456993144944,0.9998996749019469,2,0.6841776163563313,0.6316447672873373
coherent_soft_noise_sigma0.05,67,512,28,0.3436116964863836,0.11806899796225062,0.9998996749019469,2,0.6195039229309942,0.7609921541380116
coherent_soft_noise_sigma0.05,67,512,32,0.39269908169872414,0.15421256876702122,0.9998996749019469,2,0.5457781747015105,0.9084436505969791
coherent_soft_noise_sigma0.05,67,512,64,0.7853981633974483,0.6168502750680849,0.9998996749019469,2,0.0015366246478654283,1.9969267507042692
coherent_soft_noise_sigma0.10,67,512,0,0.0,0.0,0.9998996749019469,2,0.9954131898542856,0.009173620291428763
coherent_soft_noise_sigma0.10,67,512,1,0.01227184630308513,0.00015059821168654416,0.9998996749019469,2,0.9945611335461122,0.010877732907775606
coherent_soft_noise_sigma0.10,67,512,2,0.02454369260617026,0.0006023928467461766,0.9998996749019469,2,0.9888745746714428,0.022250850657114407
coherent_soft_noise_sigma0.10,67,512,3,0.03681553890925539,0.0013553839051788975,0.9998996749019469,2,0.9847267401416474,0.03054651971670519
coherent_soft_noise_sigma0.10,67,512,4,0.04908738521234052,0.0024095713869847065,0.9998996749019469,2,0.9774509979197574,0.04509800416048515
coherent_soft_noise_sigma0.10,67,512,5,0.06135923151542565,0.003764955292163604,0.9998996749019469,2,0.9679873193110375,0.06402536137792492
coherent_soft_noise_sigma0.10,67,512,6,0.07363107781851078,0.00542153562071559,0.9998996749019469,2,0.9556111715887259,0.08877765682254823
coherent_soft_noise_sigma0.10,67,512,8,0.09817477042468103,0.009638285547938826,0.9998996749019469,2,0.9267576549967711,0.1464846900064578
coherent_soft_noise_sigma0.10,67,512,10,0.1227184630308513,0.015059821168654416,0.9998996749019469,2,0.9031741852632886,0.19365162947342274
coherent_soft_noise_sigma0.10,67,512,12,0.14726215563702155,0.02168614248286236,0.9998996749019469,2,0.8755741937883776,0.24885161242324472
coherent_soft_noise_sigma0.10,67,512,16,0.19634954084936207,0.038553142191755305,0.9998996749019469,2,0.8151034132354104,0.3697931735291793
coherent_soft_noise_sigma0.10,67,512,20,0.2454369260617026,0.060239284674617664,0.9998996749019469,2,0.7528070798276861,0.49438584034462774
coherent_soft_noise_sigma0.10,67,512,24,0.2945243112740431,0.08674456993144944,0.9998996749019469,2,0.6829750448599767,0.6340499102800465
coherent_soft_noise_sigma0.10,67,512,28,0.3436116964863836,0.11806899796225062,0.9998996749019469,2,0.6148051358133361,0.7703897283733279
coherent_soft_noise_sigma0.10,67,512,32,0.39269908169872414,0.15421256876702122,0.9998996749019469,2,0.5495402253461077,0.9009195493077846
coherent_soft_noise_sigma0.10,67,512,64,0.7853981633974483,0.6168502750680849,0.9998996749019469,2,-0.000807356979459356,2.0016147139589187
coherent_soft_noise_sigma0.30,67,512,0,0.0,0.0,0.9998996749019469,2,0.9637061223173857,0.07258775536522855
coherent_soft_noise_sigma0.30,67,512,1,0.01227184630308513,0.00015059821168654416,0.9998996749019469,2,0.9587244763081813,0.0825510473836375
coherent_soft_noise_sigma0.30,67,512,2,0.02454369260617026,0.0006023928467461766,0.9998996749019469,2,0.9522118340663561,0.09557633186728776
coherent_soft_noise_sigma0.30,67,512,3,0.03681553890925539,0.0013553839051788975,0.9998996749019469,2,0.945383366883754,0.10923326623249197
coherent_soft_noise_sigma0.30,67,512,4,0.04908738521234052,0.0024095713869847065,0.9998996749019469,2,0.9400658104214195,0.11986837915716109
coherent_soft_noise_sigma0.30,67,512,5,0.06135923151542565,0.003764955292163604,0.9998996749019469,2,0.9318788698972288,0.13624226020554242
coherent_soft_noise_sigma0.30,67,512,6,0.07363107781851078,0.00542153562071559,0.9998996749019469,2,0.922949547554194,0.154100904891612
coherent_soft_noise_sigma0.30,67,512,8,0.09817477042468103,0.009638285547938826,0.9998996749019469,2,0.8920358459233113,0.21592830815337738
coherent_soft_noise_sigma0.30,67,512,10,0.1227184630308513,0.015059821168654416,0.9998996749019469,2,0.8636007005191486,0.2727985989617028
coherent_soft_noise_sigma0.30,67,512,12,0.14726215563702155,0.02168614248286236,0.9998996749019469,2,0.8441632486107054,0.3116735027785893
coherent_soft_noise_sigma0.30,67,512,16,0.19634954084936207,0.038553142191755305,0.9998996749019469,2,0.7807452808458889,0.4385094383082222
coherent_soft_noise_sigma0.30,67,512,20,0.2454369260617026,0.060239284674617664,0.9998996749019469,2,0.7294636069932353,0.5410727860135294
coherent_soft_noise_sigma0.30,67,512,24,0.2945243112740431,0.08674456993144944,0.9998996749019469,2,0.6434949166564896,0.7130101666870208
coherent_soft_noise_sigma0.30,67,512,28,0.3436116964863836,0.11806899796225062,0.9998996749019469,2,0.5836233709196683,0.8327532581606634
coherent_soft_noise_sigma0.30,67,512,32,0.39269908169872414,0.15421256876702122,0.9998996749019469,2,0.5321706535494175,0.935658692901165
coherent_soft_noise_sigma0.30,67,512,64,0.7853981633974483,0.6168502750680849,0.9998996749019469,2,0.016505644536933456,1.966988710926133
coherent_bin_clean,67,512,0,0.0,0.0,0.9998996749019469,2,1.0,0.0
coherent_bin_clean,67,512,1,0.01227184630308513,0.00015059821168654416,0.9998996749019469,2,0.984375,0.03125
coherent_bin_clean,67,512,2,0.02454369260617026,0.0006023928467461766,0.9998996749019469,2,0.96875,0.0625
coherent_bin_clean,67,512,3,0.03681553890925539,0.0013553839051788975,0.9998996749019469,2,0.953125,0.09375
coherent_bin_clean,67,512,4,0.04908738521234052,0.0024095713869847065,0.9998996749019469,2,0.9375,0.125
coherent_bin_clean,67,512,5,0.06135923151542565,0.003764955292163604,0.9998996749019469,2,0.921875,0.15625
coherent_bin_clean,67,512,6,0.07363107781851078,0.00542153562071559,0.9998996749019469,2,0.90625,0.1875
coherent_bin_clean,67,512,8,0.09817477042468103,0.009638285547938826,0.9998996749019469,2,0.875,0.25
coherent_bin_clean,67,512,10,0.1227184630308513,0.015059821168654416,0.9998996749019469,2,0.84375,0.3125
coherent_bin_clean,67,512,12,0.14726215563702155,0.02168614248286236,0.9998996749019469,2,0.8125,0.375
coherent_bin_clean,67,512,16,0.19634954084936207,0.038553142191755305,0.9998996749019469,2,0.75,0.5
coherent_bin_clean,67,512,20,0.2454369260617026,0.060239284674617664,0.9998996749019469,2,0.6875,0.625
coherent_bin_clean,67,512,24,0.2945243112740431,0.08674456993144944,0.9998996749019469,2,0.625,0.75
coherent_bin_clean,67,512,28,0.3436116964863836,0.11806899796225062,0.9998996749019469,2,0.5625,0.875
coherent_bin_clean,67,512,32,0.39269908169872414,0.15421256876702122,0.9998996749019469,2,0.5,1.0
coherent_bin_clean,67,512,64,0.7853981633974483,0.6168502750680849,0.9998996749019469,2,0.0,2.0
coherent_bin_bitflip_p0.01,67,512,0,0.0,0.0,0.9998996749019469,2,0.96875,0.0625
coherent_bin_bitflip_p0.01,67,512,1,0.01227184630308513,0.00015059821168654416,0.9998996749019469,2,0.95703125,0.0859375
coherent_bin_bitflip_p0.01,67,512,2,0.02454369260617026,0.0006023928467461766,0.9998996749019469,2,0.9453125,0.109375
coherent_bin_bitflip_p0.01,67,512,3,0.03681553890925539,0.0013553839051788975,0.9998996749019469,2,0.93359375,0.1328125
coherent_bin_bitflip_p0.01,67,512,4,0.04908738521234052,0.0024095713869847065,0.9998996749019469,2,0.9140625,0.171875
coherent_bin_bitflip_p0.01,67,512,5,0.06135923151542565,0.003764955292163604,0.9998996749019469,2,0.90234375,0.1953125
coherent_bin_bitflip_p0.01,67,512,6,0.07363107781851078,0.00542153562071559,0.9998996749019469,2,0.8984375,0.203125
coherent_bin_bitflip_p0.01,67,512,8,0.09817477042468103,0.009638285547938826,0.9998996749019469,2,0.875,0.25
coherent_bin_bitflip_p0.01,67,512,10,0.1227184630308513,0.015059821168654416,0.9998996749019469,2,0.8359375,0.328125
coherent_bin_bitflip_p0.01,67,512,12,0.14726215563702155,0.02168614248286236,0.9998996749019469,2,0.8046875,0.390625
coherent_bin_bitflip_p0.01,67,512,16,0.19634954084936207,0.038553142191755305,0.9998996749019469,2,0.734375,0.53125
coherent_bin_bitflip_p0.01,67,512,20,0.2454369260617026,0.060239284674617664,0.9998996749019469,2,0.6796875,0.640625
coherent_bin_bitflip_p0.01,67,512,24,0.2945243112740431,0.08674456993144944,0.9998996749019469,2,0.6171875,0.765625
coherent_bin_bitflip_p0.01,67,512,28,0.3436116964863836,0.11806899796225062,0.9998996749019469,2,0.5703125,0.859375
coherent_bin_bitflip_p0.01,67,512,32,0.39269908169872414,0.15421256876702122,0.9998996749019469,2,0.4921875,1.015625
coherent_bin_bitflip_p0.01,67,512,64,0.7853981633974483,0.6168502750680849,0.9998996749019469,2,0.01171875,1.9765625
coherent_bin_bitflip_p0.02,67,512,0,0.0,0.0,0.9998996749019469,2,0.95703125,0.0859375
coherent_bin_bitflip_p0.02,67,512,1,0.01227184630308513,0.00015059821168654416,0.9998996749019469,2,0.94140625,0.1171875
coherent_bin_bitflip_p0.02,67,512,2,0.02454369260617026,0.0006023928467461766,0.9998996749019469,2,0.921875,0.15625
coherent_bin_bitflip_p0.02,67,512,3,0.03681553890925539,0.0013553839051788975,0.9998996749019469,2,0.9296875,0.140625
coherent_bin_bitflip_p0.02,67,512,4,0.04908738521234052,0.0024095713869847065,0.9998996749019469,2,0.9140625,0.171875
coherent_bin_bitflip_p0.02,67,512,5,0.06135923151542565,0.003764955292163604,0.9998996749019469,2,0.875,0.25
coherent_bin_bitflip_p0.02,67,512,6,0.07363107781851078,0.00542153562071559,0.9998996749019469,2,0.84765625,0.3046875
coherent_bin_bitflip_p0.02,67,512,8,0.09817477042468103,0.009638285547938826,0.9998996749019469,2,0.8359375,0.328125
coherent_bin_bitflip_p0.02,67,512,10,0.1227184630308513,0.015059821168654416,0.9998996749019469,2,0.8203125,0.359375
coherent_bin_bitflip_p0.02,67,512,12,0.14726215563702155,0.02168614248286236,0.9998996749019469,2,0.7578125,0.484375
coherent_bin_bitflip_p0.02,67,512,16,0.19634954084936207,0.038553142191755305,0.9998996749019469,2,0.7421875,0.515625
coherent_bin_bitflip_p0.02,67,512,20,0.2454369260617026,0.060239284674617664,0.9998996749019469,2,0.65234375,0.6953125
coherent_bin_bitflip_p0.02,67,512,24,0.2945243112740431,0.08674456993144944,0.9998996749019469,2,0.60546875,0.7890625
coherent_bin_bitflip_p0.02,67,512,28,0.3436116964863836,0.11806899796225062,0.9998996749019469,2,0.52734375,0.9453125
coherent_bin_bitflip_p0.02,67,512,32,0.39269908169872414,0.15421256876702122,0.9998996749019469,2,0.46484375,1.0703125
coherent_bin_bitflip_p0.02,67,512,64,0.7853981633974483,0.6168502750680849,0.9998996749019469,2,0.015625,1.96875
coherent_bin_bitflip_p0.05,67,512,0,0.0,0.0,0.9998996749019469,2,0.90625,0.1875
coherent_bin_bitflip_p0.05,67,512,1,0.01227184630308513,0.00015059821168654416,0.9998996749019469,2,0.89453125,0.2109375
coherent_bin_bitflip_p0.05,67,512,2,0.02454369260617026,0.0006023928467461766,0.9998996749019469,2,0.84375,0.3125
coherent_bin_bitflip_p0.05,67,512,3,0.03681553890925539,0.0013553839051788975,0.9998996749019469,2,0.87890625,0.2421875
