condition,replicate,n,k,theta,theta2,lambda,sign_changes_half,C,E
coherent_bin_bitflip_p0.05,31,512,10,0.1227184630308513,0.015059821168654416,0.9999854508759354,2,0.765625,0.46875
coherent_bin_bitflip_p0.05,31,512,12,0.14726215563702155,0.02168614248286236,0.9999854508759354,2,0.76171875,0.4765625
coherent_bin_bitflip_p0.05,31,512,16,0.19634954084936207,0.038553142191755305,0.9999854508759354,2,0.703125,0.59375
coherent_bin_bitflip_p0.05,31,512,20,0.2454369260617026,0.060239284674617664,0.9999854508759354,2,0.63671875,0.7265625
coherent_bin_bitflip_p0.05,31,512,24,0.2945243112740431,0.08674456993144944,0.9999854508759354,2,0.56640625,0.8671875
coherent_bin_bitflip_p0.05,31,512,28,0.3436116964863836,0.11806899796225062,0.9999854508759354,2,0.5078125,0.984375
coherent_bin_bitflip_p0.05,31,512,32,0.39269908169872414,0.15421256876702122,0.9999854508759354,2,0.453125,1.09375
coherent_bin_bitflip_p0.05,31,512,64,0.7853981633974483,0.6168502750680849,0.9999854508759354,2,-0.01171875,2.0234375
coherent_bin_bitflip_p0.10,31,512,0,0.0,0.0,0.9999854508759354,2,0.8125,0.375
coherent_bin_bitflip_p0.10,31,512,1,0.01227184630308513,0.00015059821168654416,0.9999854508759354,2,0.80859375,0.3828125
coherent_bin_bitflip_p0.10,31,512,2,0.02454369260617026,0.0006023928467461766,0.9999854508759354,2,0.78125,0.4375
coherent_bin_bitflip_p0.10,31,512,3,0.03681553890925539,0.0013553839051788975,0.9999854508759354,2,0.73828125,0.5234375
coherent_bin_bitflip_p0.10,31,512,4,0.04908738521234052,0.0024095713869847065,0.9999854508759354,2,0.7109375,0.578125
coherent_bin_bitflip_p0.10,31,512,5,0.06135923151542565,0.003764955292163604,0.9999854508759354,2,0.69921875,0.6015625
coherent_bin_bitflip_p0.10,31,512,6,0.07363107781851078,0.00542153562071559,0.9999854508759354,2,0.69921875,0.6015625
coherent_bin_bitflip_p0.10,31,512,8,0.09817477042468103,0.009638285547938826,0.9999854508759354,2,0.66796875,0.6640625
coherent_bin_bitflip_p0.10,31,512,10,0.1227184630308513,0.015059821168654416,0.9999854508759354,2,0.6328125,0.734375
coherent_bin_bitflip_p0.10,31,512,12,0.14726215563702155,0.02168614248286236,0.9999854508759354,2,0.671875,0.65625
coherent_bin_bitflip_p0.10,31,512,16,0.19634954084936207,0.038553142191755305,0.9999854508759354,2,0.625,0.75
coherent_bin_bitflip_p0.10,31,512,20,0.2454369260617026,0.060239284674617664,0.9999854508759354,2,0.59375,0.8125
coherent_bin_bitflip_p0.10,31,512,24,0.2945243112740431,0.08674456993144944,0.9999854508759354,2,0.48828125,1.0234375
coherent_bin_bitflip_p0.10,31,512,28,0.3436116964863836,0.11806899796225062,0.9999854508759354,2,0.5,1.0
coherent_bin_bitflip_p0.10,31,512,32,0.39269908169872414,0.15421256876702122,0.9999854508759354,2,0.36328125,1.2734375
coherent_bin_bitflip_p0.10,31,512,64,0.7853981633974483,0.6168502750680849,0.9999854508759354,2,-0.0078125,2.015625
random_bin,31,512,0,0.0,0.0,0.9999854508759354,2,1.0,0.0
random_bin,31,512,1,0.01227184630308513,0.00015059821168654416,0.9999854508759354,2,0.0,2.0
random_bin,31,512,2,0.02454369260617026,0.0006023928467461766,0.9999854508759354,2,0.078125,1.84375
random_bin,31,512,3,0.03681553890925539,0.0013553839051788975,0.9999854508759354,2,0.0234375,1.953125
random_bin,31,512,4,0.04908738521234052,0.0024095713869847065,0.9999854508759354,2,0.0859375,1.828125
random_bin,31,512,5,0.06135923151542565,0.003764955292163604,0.9999854508759354,2,0.015625,1.96875
random_bin,31,512,6,0.07363107781851078,0.00542153562071559,0.9999854508759354,2,0.0234375,1.953125
random_bin,31,512,8,0.09817477042468103,0.009638285547938826,0.9999854508759354,2,-0.03125,2.0625
random_bin,31,512,10,0.1227184630308513,0.015059821168654416,0.9999854508759354,2,-0.0234375,2.046875
random_bin,31,512,12,0.14726215563702155,0.02168614248286236,0.9999854508759354,2,0.0078125,1.984375
random_bin,31,512,16,0.19634954084936207,0.038553142191755305,0.9999854508759354,2,0.046875,1.90625
random_bin,31,512,20,0.2454369260617026,0.060239284674617664,0.9999854508759354,2,0.109375,1.78125
random_bin,31,512,24,0.2945243112740431,0.08674456993144944,0.9999854508759354,2,-0.03125,2.0625
random_bin,31,512,28,0.3436116964863836,0.11806899796225062,0.9999854508759354,2,-0.0078125,2.015625
random_bin,31,512,32,0.39269908169872414,0.15421256876702122,0.9999854508759354,2,0.1015625,1.796875
random_bin,31,512,64,0.7853981633974483,0.6168502750680849,0.9999854508759354,2,-0.0546875,2.109375
palindrome_bin_no_coherence,31,512,0,0.0,0.0,0.9999854508759354,2,1.0,0.0
palindrome_bin_no_coherence,31,512,1,0.01227184630308513,0.00015059821168654416,0.9999854508759354,2,-0.09375,2.1875
palindrome_bin_no_coherence,31,512,2,0.02454369260617026,0.0006023928467461766,0.9999854508759354,2,0.0,2.0
palindrome_bin_no_coherence,31,512,3,0.03681553890925539,0.0013553839051788975,0.9999854508759354,2,0.0390625,1.921875
palindrome_bin_no_coherence,31,512,4,0.04908738521234052,0.0024095713869847065,0.9999854508759354,2,-0.03125,2.0625
palindrome_bin_no_coherence,31,512,5,0.06135923151542565,0.003764955292163604,0.9999854508759354,2,0.09375,1.8125
palindrome_bin_no_coherence,31,512,6,0.07363107781851078,0.00542153562071559,0.9999854508759354,2,-0.15625,2.3125
palindrome_bin_no_coherence,31,512,8,0.09817477042468103,0.009638285547938826,0.9999854508759354,2,0.078125,1.84375
palindrome_bin_no_coherence,31,512,10,0.1227184630308513,0.015059821168654416,0.9999854508759354,2,0.03125,1.9375
palindrome_bin_no_coherence,31,512,12,0.14726215563702155,0.02168614248286236,0.9999854508759354,2,-0.015625,2.03125
palindrome_bin_no_coherence,31,512,16,0.19634954084936207,0.038553142191755305,0.9999854508759354,2,0.0,2.0
palindrome_bin_no_coherence,31,512,20,0.2454369260617026,0.060239284674617664,0.9999854508759354,2,-0.03125,2.0625
palindrome_bin_no_coherence,31,512,24,0.2945243112740431,0.08674456993144944,0.9999854508759354,2,-0.015625,2.03125
palindrome_bin_no_coherence,31,512,28,0.3436116964863836,0.11806899796225062,0.9999854508759354,2,0.0,2.0
palindrome_bin_no_coherence,31,512,32,0.39269908169872414,0.15421256876702122,0.9999854508759354,2,0.03125,1.9375
palindrome_bin_no_coherence,31,512,64,0.7853981633974483,0.6168502750680849,0.9999854508759354,2,-0.09375,2.1875
coherent_soft_clean,32,512,0,0.0,0.0,0.9999856835407048,4,1.0,0.0
coherent_soft_clean,32,512,1,0.01227184630308513,0.00015059821168654416,0.9999856835407048,4,0.9987425915887751,0.0025148168224498058
coherent_soft_clean,32,512,2,0.02454369260617026,0.0006023928467461766,0.9999856835407048,4,0.9950312632048443,0.009937473590311496
coherent_soft_clean,32,512,3,0.03681553890925539,0.0013553839051788975,0.9999856835407048,4,0.989039811306146,0.021920377387707912
coherent_soft_clean,32,512,4,0.04908738521234052,0.0024095713869847065,0.9999856835407048,4,0.9810313339389102,0.037937332122179646
coherent_soft_clean,32,512,5,0.06135923151542565,0.003764955292163604,0.9999856835407048,4,0.9713246634698114,0.05735067306037722
coherent_soft_clean,32,512,6,0.07363107781851078,0.00542153562071559,0.9999856835407048,4,0.9602555705990925,0.079488858801815
coherent_soft_clean,32,512,8,0.09817477042468103,0.009638285547938826,0.9999856835407048,4,0.9352382024981472,0.1295235950037057
coherent_soft_clean,32,512,10,0.1227184630308513,0.015059821168654416,0.9999856835407048,4,0.9077743719647815,0.184451256070437
coherent_soft_clean,32,512,12,0.14726215563702155,0.02168614248286236,0.9999856835407048,4,0.8785246229019686,0.2429507541960627
coherent_soft_clean,32,512,16,0.19634954084936207,0.038553142191755305,0.9999856835407048,4,0.8140639439182853,0.3718721121634294
coherent_soft_clean,32,512,20,0.2454369260617026,0.060239284674617664,0.9999856835407048,4,0.7424367441339658,0.5151265117320685
coherent_soft_clean,32,512,24,0.2945243112740431,0.08674456993144944,0.9999856835407048,4,0.6683623994134524,0.6632752011730951
coherent_soft_clean,32,512,28,0.3436116964863836,0.11806899796225062,0.9999856835407048,4,0.5928109686873357,0.8143780626253285
coherent_soft_clean,32,512,32,0.39269908169872414,0.15421256876702122,0.9999856835407048,4,0.5145734864755095,0.970853027048981
coherent_soft_clean,32,512,64,0.7853981633974483,0.6168502750680849,0.9999856835407048,4,-0.011942032357429522,2.023884064714859
coherent_soft_noise_sigma0.05,32,512,0,0.0,0.0,0.9999856835407048,4,0.9987005764168809,0.0025988471662381496
coherent_soft_noise_sigma0.05,32,512,1,0.01227184630308513,0.00015059821168654416,0.9999856835407048,4,0.9977427605110696,0.004514478977860836
coherent_soft_noise_sigma0.05,32,512,2,0.02454369260617026,0.0006023928467461766,0.9999856835407048,4,0.9938538668578705,0.012292266284259057
coherent_soft_noise_sigma0.05,32,512,3,0.03681553890925539,0.0013553839051788975,0.9999856835407048,4,0.987471490491848,0.025057019016303972
coherent_soft_noise_sigma0.05,32,512,4,0.04908738521234052,0.0024095713869847065,0.9999856835407048,4,0.9788354350182713,0.04232912996345739
coherent_soft_noise_sigma0.05,32,512,5,0.06135923151542565,0.003764955292163604,0.9999856835407048,4,0.9701756738454033,0.05964865230919347
coherent_soft_noise_sigma0.05,32,512,6,0.07363107781851078,0.00542153562071559,0.9999856835407048,4,0.9592645938164038,0.08147081236719234
coherent_soft_noise_sigma0.05,32,512,8,0.09817477042468103,0.009638285547938826,0.9999856835407048,4,0.9336879332882002,0.13262413342359958
coherent_soft_noise_sigma0.05,32,512,10,0.1227184630308513,0.015059821168654416,0.9999856835407048,4,0.9055854683710183,0.18882906325796345
coherent_soft_noise_sigma0.05,32,512,12,0.14726215563702155,0.02168614248286236,0.9999856835407048,4,0.8779560316558284,0.24408793668834328
coherent_soft_noise_sigma0.05,32,512,16,0.19634954084936207,0.038553142191755305,0.9999856835407048,4,0.8132858113612174,0.3734283772775653
coherent_soft_noise_sigma0.05,32,512,20,0.2454369260617026,0.060239284674617664,0.9999856835407048,4,0.7411257036334606,0.5177485927330787
coherent_soft_noise_sigma0.05,32,512,24,0.2945243112740431,0.08674456993144944,0.9999856835407048,4,0.6669373996713103,0.6661252006573795
coherent_soft_noise_sigma0.05,32,512,28,0.3436116964863836,0.11806899796225062,0.9999856835407048,4,0.5904395632128148,0.8191208735743705
coherent_soft_noise_sigma0.05,32,512,32,0.39269908169872414,0.15421256876702122,0.9999856835407048,4,0.5127387752281549,0.9745224495436902
coherent_soft_noise_sigma0.05,32,512,64,0.7853981633974483,0.6168502750680849,0.9999856835407048,4,-0.014592783961406619,2.0291855679228132
coherent_soft_noise_sigma0.10,32,512,0,0.0,0.0,0.9999856835407048,4,0.9947248576626352,0.010550284674729626
coherent_soft_noise_sigma0.10,32,512,1,0.01227184630308513,0.00015059821168654416,0.9999856835407048,4,0.9933943333414179,0.013211333317164176
coherent_soft_noise_sigma0.10,32,512,2,0.02454369260617026,0.0006023928467461766,0.9999856835407048,4,0.9901142747240892,0.019771450551821612
coherent_soft_noise_sigma0.10,32,512,3,0.03681553890925539,0.0013553839051788975,0.9999856835407048,4,0.9848213214738311,0.030357357052337886
coherent_soft_noise_sigma0.10,32,512,4,0.04908738521234052,0.0024095713869847065,0.9999856835407048,4,0.9765807337014227,0.046838532597154536
coherent_soft_noise_sigma0.10,32,512,5,0.06135923151542565,0.003764955292163604,0.9999856835407048,4,0.9685666451815443,0.06286670963691132
coherent_soft_noise_sigma0.10,32,512,6,0.07363107781851078,0.00542153562071559,0.9999856835407048,4,0.9573363091956923,0.0853273816086153
coherent_soft_noise_sigma0.10,32,512,8,0.09817477042468103,0.009638285547938826,0.9999856835407048,4,0.931074954593961,0.1378500908120781
coherent_soft_noise_sigma0.10,32,512,10,0.1227184630308513,0.015059821168654416,0.9999856835407048,4,0.9031646434740243,0.1936707130519515
coherent_soft_noise_sigma0.10,32,512,12,0.14726215563702155,0.02168614248286236,0.9999856835407048,4,0.8714794308322111,0.25704113833557773
coherent_soft_noise_sigma0.10,32,512,16,0.19634954084936207,0.038553142191755305,0.9999856835407048,4,0.8131982179736909,0.3736035640526183
coherent_soft_noise_sigma0.10,32,512,20,0.2454369260617026,0.060239284674617664,0.9999856835407048,4,0.7360727978377306,0.5278544043245388
coherent_soft_noise_sigma0.10,32,512,24,0.2945243112740431,0.08674456993144944,0.9999856835407048,4,0.6618430840287945,0.6763138319424109
coherent_soft_noise_sigma0.10,32,512,28,0.3436116964863836,0.11806899796225062,0.9999856835407048,4,0.585115129813722,0.8297697403725559
coherent_soft_noise_sigma0.10,32,512,32,0.39269908169872414,0.15421256876702122,0.9999856835407048,4,0.5085312098413175,0.982937580317365
coherent_soft_noise_sigma0.10,32,512,64,0.7853981633974483,0.6168502750680849,0.9999856835407048,4,-0.005415589665095019,2.01083117933019
coherent_soft_noise_sigma0.30,32,512,0,0.0,0.0,0.9999856835407048,4,0.9562909798979842,0.08741804020403166
coherent_soft_noise_sigma0.30,32,512,1,0.01227184630308513,0.00015059821168654416,0.9999856835407048,4,0.9579869099872993,0.08402618002540141
coherent_soft_noise_sigma0.30,32,512,2,0.02454369260617026,0.0006023928467461766,0.9999856835407048,4,0.954191620490227,0.09161675901954602
coherent_soft_noise_sigma0.30,32,512,3,0.03681553890925539,0.0013553839051788975,0.9999856835407048,4,0.9447513584895189,0.11049728302096229
coherent_soft_noise_sigma0.30,32,512,4,0.04908738521234052,0.0024095713869847065,0.9999856835407048,4,0.9359839962782852,0.12803200744342957
coherent_soft_noise_sigma0.30,32,512,5,0.06135923151542565,0.003764955292163604,0.9999856835407048,4,0.9300935944816604,0.1398128110366792
coherent_soft_noise_sigma0.30,32,512,6,0.07363107781851078,0.00542153562071559,0.9999856835407048,4,0.9269919265101614,0.14601614697967724
coherent_soft_noise_sigma0.30,32,512,8,0.09817477042468103,0.009638285547938826,0.9999856835407048,4,0.8908479354494667,0.21830412910106656
coherent_soft_noise_sigma0.30,32,512,10,0.1227184630308513,0.015059821168654416,0.9999856835407048,4,0.8738845035708717,0.2522309928582567
coherent_soft_noise_sigma0.30,32,512,12,0.14726215563702155,0.02168614248286236,0.9999856835407048,4,0.8408665172625707,0.31826696547485867
coherent_soft_noise_sigma0.30,32,512,16,0.19634954084936207,0.038553142191755305,0.9999856835407048,4,0.7880025554763267,0.4239948890473466
coherent_soft_noise_sigma0.30,32,512,20,0.2454369260617026,0.060239284674617664,0.9999856835407048,4,0.7180892920037465,0.563821415992507
coherent_soft_noise_sigma0.30,32,512,24,0.2945243112740431,0.08674456993144944,0.9999856835407048,4,0.6344879714734075,0.731024057053185
coherent_soft_noise_sigma0.30,32,512,28,0.3436116964863836,0.11806899796225062,0.9999856835407048,4,0.5566991518898249,0.8866016962203502
coherent_soft_noise_sigma0.30,32,512,32,0.39269908169872414,0.15421256876702122,0.9999856835407048,4,0.49193419814836964,1.0161316037032608
coherent_soft_noise_sigma0.30,32,512,64,0.7853981633974483,0.6168502750680849,0.9999856835407048,4,-0.04721431512496922,2.0944286302499386
coherent_bin_clean,32,512,0,0.0,0.0,0.9999856835407048,4,1.0,0.0
coherent_bin_clean,32,512,1,0.01227184630308513,0.00015059821168654416,0.9999856835407048,4,0.96875,0.0625
coherent_bin_clean,32,512,2,0.02454369260617026,0.0006023928467461766,0.9999856835407048,4,0.9375,0.125
coherent_bin_clean,32,512,3,0.03681553890925539,0.0013553839051788975,0.9999856835407048,4,0.90625,0.1875
coherent_bin_clean,32,512,4,0.04908738521234052,0.0024095713869847065,0.9999856835407048,4,0.875,0.25
coherent_bin_clean,32,512,5,0.06135923151542565,0.003764955292163604,0.9999856835407048,4,0.84375,0.3125
coherent_bin_clean,32,512,6,0.07363107781851078,0.00542153562071559,0.9999856835407048,4,0.8125,0.375
coherent_bin_clean,32,512,8,0.09817477042468103,0.009638285547938826,0.9999856835407048,4,0.75,0.5
coherent_bin_clean,32,512,10,0.1227184630308513,0.015059821168654416,0.9999856835407048,4,0.71875,0.5625
coherent_bin_clean,32,512,12,0.14726215563702155,0.02168614248286236,0.9999856835407048,4,0.6875,0.625
coherent_bin_clean,32,512,16,0.19634954084936207,0.038553142191755305,0.9999856835407048,4,0.625,0.75
coherent_bin_clean,32,512,20,0.2454369260617026,0.060239284674617664,0.9999856835407048,4,0.625,0.75
coherent_bin_clean,32,512,24,0.2945243112740431,0.08674456993144944,0.9999856835407048,4,0.625,0.75
coherent_bin_clean,32,512,28,0.3436116964863836,0.11806899796225062,0.9999856835407048,4,0.5625,0.875
coherent_bin_clean,32,512,32,0.39269908169872414,0.15421256876702122,0.9999856835407048,4,0.5,1.0
coherent_bin_clean,32,512,64,0.7853981633974483,0.6168502750680849,0.9999856835407048,4,0.0,2.0
coherent_bin_bitflip_p0.01,32,512,0,0.0,0.0,0.9999856835407048,4,0.98828125,0.0234375
coherent_bin_bitflip_p0.01,32,512,1,0.01227184630308513,0.00015059821168654416,0.9999856835407048,4,0.9453125,0.109375
coherent_bin_bitflip_p0.01,32,512,2,0.02454369260617026,0.0006023928467461766,0.9999856835407048,4,0.9140625,0.171875
coherent_bin_bitflip_p0.01,32,512,3,0.03681553890925539,0.0013553839051788975,0.9999856835407048,4,0.89453125,0.2109375
coherent_bin_bitflip_p0.01,32,512,4,0.04908738521234052,0.0024095713869847065,0.9999856835407048,4,0.83984375,0.3203125
coherent_bin_bitflip_p0.01,32,512,5,0.06135923151542565,0.003764955292163604,0.9999856835407048,4,0.8125,0.375
coherent_bin_bitflip_p0.01,32,512,6,0.07363107781851078,0.00542153562071559,0.9999856835407048,4,0.8203125,0.359375
coherent_bin_bitflip_p0.01,32,512,8,0.09817477042468103,0.009638285547938826,0.9999856835407048,4,0.71875,0.5625
coherent_bin_bitflip_p0.01,32,512,10,0.1227184630308513,0.015059821168654416,0.9999856835407048,4,0.72265625,0.5546875
coherent_bin_bitflip_p0.01,32,512,12,0.14726215563702155,0.02168614248286236,0.9999856835407048,4,0.66796875,0.6640625
coherent_bin_bitflip_p0.01,32,512,16,0.19634954084936207,0.038553142191755305,0.9999856835407048,4,0.62109375,0.7578125
coherent_bin_bitflip_p0.01,32,512,20,0.2454369260617026,0.060239284674617664,0.9999856835407048,4,0.6015625,0.796875
coherent_bin_bitflip_p0.01,32,512,24,0.2945243112740431,0.08674456993144944,0.9999856835407048,4,0.609375,0.78125
coherent_bin_bitflip_p0.01,32,512,28,0.3436116964863836,0.11806899796225062,0.9999856835407048,4,0.5546875,0.890625
coherent_bin_bitflip_p0.01,32,512,32,0.39269908169872414,0.15421256876702122,0.9999856835407048,4,0.49609375,1.0078125
coherent_bin_bitflip_p0.01,32,512,64,0.7853981633974483,0.6168502750680849,0.9999856835407048,4,0.00390625,1.9921875
coherent_bin_bitflip_p0.02,32,512,0,0.0,0.0,0.9999856835407048,4,0.9765625,0.046875
coherent_bin_bitflip_p0.02,32,512,1,0.01227184630308513,0.00015059821168654416,0.9999856835407048,4,0.91015625,0.1796875
coherent_bin_bitflip_p0.02,32,512,2,0.02454369260617026,0.0006023928467461766,0.9999856835407048,4,0.90625,0.1875
coherent_bin_bitflip_p0.02,32,512,3,0.03681553890925539,0.0013553839051788975,0.9999856835407048,4,0.87109375,0.2578125
coherent_bin_bitflip_p0.02,32,512,4,0.04908738521234052,0.0024095713869847065,0.9999856835407048,4,0.83203125,0.3359375
coherent_bin_bitflip_p0.02,32,512,5,0.06135923151542565,0.003764955292163604,0.9999856835407048,4,0.80078125,0.3984375
coherent_bin_bitflip_p0.02,32,512,6,0.07363107781851078,0.00542153562071559,0.9999856835407048,4,0.79296875,0.4140625
coherent_bin_bitflip_p0.02,32,512,8,0.09817477042468103,0.009638285547938826,0.9999856835407048,4,0.73046875,0.5390625
coherent_bin_bitflip_p0.02,32,512,10,0.1227184630308513,0.015059821168654416,0.9999856835407048,4,0.6875,0.625
coherent_bin_bitflip_p0.02,32,512,12,0.14726215563702155,0.02168614248286236,0.9999856835407048,4,0.66796875,0.6640625
coherent_bin_bitflip_p0.02,32,512,16,0.19634954084936207,0.038553142191755305,0.9999856835407048,4,0.60546875,0.7890625
coherent_bin_bitflip_p0.02,32,512,20,0.2454369260617026,0.060239284674617664,0.9999856835407048,4,0.59765625,0.8046875
coherent_bin_bitflip_p0.02,32,512,24,0.2945243112740431,0.08674456993144944,0.9999856835407048,4,0.59765625,0.8046875
coherent_bin_bitflip_p0.02,32,512,28,0.3436116964863836,0.11806899796225062,0.9999856835407048,4,0.54296875,0.9140625
coherent_bin_bitflip_p0.02,32,512,32,0.39269908169872414,0.15421256876702122,0.9999856835407048,4,0.47265625,1.0546875
coherent_bin_bitflip_p0.02,32,512,64,0.7853981633974483,0.6168502750680849,0.9999856835407048,4,-0.0078125,2.015625
coherent_bin_bitflip_p0.05,32,512,0,0.0,0.0,0.9999856835407048,4,0.90625,0.1875
coherent_bin_bitflip_p0.05,32,512,1,0.01227184630308513,0.00015059821168654416,0.9999856835407048,4,0.88671875,0.2265625
coherent_bin_bitflip_p0.05,32,512,2,0.02454369260617026,0.0006023928467461766,0.9999856835407048,4,0.8515625,0.296875
coherent_bin_bitflip_p0.05,32,512,3,0.03681553890925539,0.0013553839051788975,0.9999856835407048,4,0.828125,0.34375
coherent_bin_bitflip_p0.05,32,512,4,0.04908738521234052,0.0024095713869847065,0.9999856835407048,4,0.76953125,0.4609375
coherent_bin_bitflip_p0.05,32,512,5,0.06135923151542565,0.003764955292163604,0.9999856835407048,4,0.73828125,0.5234375
coherent_bin_bitflip_p0.05,32,512,6,0.07363107781851078,0.00542153562071559,0.9999856835407048,4,0.72265625,0.5546875
coherent_bin_bitflip_p0.05,32,512,8,0.09817477042468103,0.009638285547938826,0.9999856835407048,4,0.671875,0.65625
coherent_bin_bitflip_p0.05,32,512,10,0.1227184630308513,0.015059821168654416,0.9999856835407048,4,0.65234375,0.6953125
coherent_bin_bitflip_p0.05,32,512,12,0.14726215563702155,0.02168614248286236,0.9999856835407048,4,0.625,0.75
coherent_bin_bitflip_p0.05,32,512,16,0.19634954084936207,0.038553142191755305,0.9999856835407048,4,0.5859375,0.828125
coherent_bin_bitflip_p0.05,32,512,20,0.2454369260617026,0.060239284674617664,0.9999856835407048,4,0.58984375,0.8203125
coherent_bin_bitflip_p0.05,32,512,24,0.2945243112740431,0.08674456993144944,0.9999856835407048,4,0.578125,0.84375
coherent_bin_bitflip_p0.05,32,512,28,0.3436116964863836,0.11806899796225062,0.9999856835407048,4,0.47265625,1.0546875
coherent_bin_bitflip_p0.05,32,512,32,0.39269908169872414,0.15421256876702122,0.9999856835407048,4,0.47265625,1.0546875
coherent_bin_bitflip_p0.05,32,512,64,0.7853981633974483,0.6168502750680849,0.9999856835407048,4,0.0234375,1.953125
coherent_bin_bitflip_p0.10,32,512,0,0.0,0.0,0.9999856835407048,4,0.828125,0.34375
coherent_bin_bitflip_p0.10,32,512,1,0.01227184630308513,0.00015059821168654416,0.9999856835407048,4,0.765625,0.46875
coherent_bin_bitflip_p0.10,32,512,2,0.02454369260617026,0.0006023928467461766,0.9999856835407048,4,0.7421875,0.515625
coherent_bin_bitflip_p0.10,32,512,3,0.03681553890925539,0.0013553839051788975,0.9999856835407048,4,0.72265625,0.5546875
coherent_bin_bitflip_p0.10,32,512,4,0.04908738521234052,0.0024095713869847065,0.9999856835407048,4,0.734375,0.53125
coherent_bin_bitflip_p0.10,32,512,5,0.06135923151542565,0.003764955292163604,0.9999856835407048,4,0.73828125,0.5234375
coherent_bin_bitflip_p0.10,32,512,6,0.07363107781851078,0.00542153562071559,0.9999856835407048,4,0.62109375,0.7578125
coherent_bin_bitflip_p0.10,32,512,8,0.09817477042468103,0.009638285547938826,0.9999856835407048,4,0.65234375,0.6953125
coherent_bin_bitflip_p0.10,32,512,10,0.1227184630308513,0.015059821168654416,0.9999856835407048,4,0.5703125,0.859375
coherent_bin_bitflip_p0.10,32,512,12,0.14726215563702155,0.02168614248286236,0.9999856835407048,4,0.5234375,0.953125
coherent_bin_bitflip_p0.10,32,512,16,0.19634954084936207,0.038553142191755305,0.9999856835407048,4,0.53125,0.9375
coherent_bin_bitflip_p0.10,32,512,20,0.2454369260617026,0.060239284674617664,0.9999856835407048,4,0.5,1.0
coherent_bin_bitflip_p0.10,32,512,24,0.2945243112740431,0.08674456993144944,0.9999856835407048,4,0.47265625,1.0546875
coherent_bin_bitflip_p0.10,32,512,28,0.3436116964863836,0.11806899796225062,0.9999856835407048,4,0.47265625,1.0546875
coherent_bin_bitflip_p0.10,32,512,32,0.39269908169872414,0.15421256876702122,0.9999856835407048,4,0.44921875,1.1015625
coherent_bin_bitflip_p0.10,32,512,64,0.7853981633974483,0.6168502750680849,0.9999856835407048,4,0.06640625,1.8671875
random_bin,32,512,0,0.0,0.0,0.9999856835407048,4,1.0,0.0
random_bin,32,512,1,0.01227184630308513,0.00015059821168654416,0.9999856835407048,4,-0.03125,2.0625
random_bin,32,512,2,0.02454369260617026,0.0006023928467461766,0.9999856835407048,4,-0.015625,2.03125
random_bin,32,512,3,0.03681553890925539,0.0013553839051788975,0.9999856835407048,4,0.0,2.0
random_bin,32,512,4,0.04908738521234052,0.0024095713869847065,0.9999856835407048,4,-0.0390625,2.078125
random_bin,32,512,5,0.06135923151542565,0.003764955292163604,0.9999856835407048,4,-0.0390625,2.078125
random_bin,32,512,6,0.07363107781851078,0.00542153562071559,0.9999856835407048,4,-0.0078125,2.015625
random_bin,32,512,8,0.09817477042468103,0.009638285547938826,0.9999856835407048,4,0.078125,1.84375
random_bin,32,512,10,0.1227184630308513,0.015059821168654416,0.9999856835407048,4,0.015625,1.96875
random_bin,32,512,12,0.14726215563702155,0.02168614248286236,0.9999856835407048,4,-0.0625,2.125
random_bin,32,512,16,0.19634954084936207,0.038553142191755305,0.9999856835407048,4,-0.0546875,2.109375
random_bin,32,512,20,0.2454369260617026,0.060239284674617664,0.9999856835407048,4,0.0,2.0
random_bin,32,512,24,0.2945243112740431,0.08674456993144944,0.9999856835407048,4,0.015625,1.96875
random_bin,32,512,28,0.3436116964863836,0.11806899796225062,0.9999856835407048,4,0.109375,1.78125
random_bin,32,512,32,0.39269908169872414,0.15421256876702122,0.9999856835407048,4,0.03125,1.9375
random_bin,32,512,64,0.7853981633974483,0.6168502750680849,0.9999856835407048,4,-0.0546875,2.109375
palindrome_bin_no_coherence,32,512,0,0.0,0.0,0.9999856835407048,4,1.0,0.0
palindrome_bin_no_coherence,32,512,1,0.01227184630308513,0.00015059821168654416,0.9999856835407048,4,0.0078125,1.984375
palindrome_bin_no_coherence,32,512,2,0.02454369260617026,0.0006023928467461766,0.9999856835407048,4,0.0,2.0
palindrome_bin_no_coherence,32,512,3,0.03681553890925539,0.0013553839051788975,0.9999856835407048,4,-0.1484375,2.296875
palindrome_bin_no_coherence,32,512,4,0.04908738521234052,0.0024095713869847065,0.9999856835407048,4,0.03125,1.9375
palindrome_bin_no_coherence,32,512,5,0.06135923151542565,0.003764955292163604,0.9999856835407048,4,0.03125,1.9375
palindrome_bin_no_coherence,32,512,6,0.07363107781851078,0.00542153562071559,0.9999856835407048,4,0.046875,1.90625
palindrome_bin_no_coherence,32,512,8,0.09817477042468103,0.009638285547938826,0.9999856835407048,4,0.015625,1.96875
palindrome_bin_no_coherence,32,512,10,0.1227184630308513,0.015059821168654416,0.9999856835407048,4,-0.046875,2.09375
palindrome_bin_no_coherence,32,512,12,0.14726215563702155,0.02168614248286236,0.9999856835407048,4,-0.046875,2.09375
palindrome_bin_no_coherence,32,512,16,0.19634954084936207,0.038553142191755305,0.9999856835407048,4,0.09375,1.8125
palindrome_bin_no_coherence,32,512,20,0.2454369260617026,0.060239284674617664,0.9999856835407048,4,-0.015625,2.03125
